,RegCommitSB,RegSpecSB,RegMap,RegRT,RegSpecRT,SRAMMap,SRAMSB,SRAMRT,RegARF,RegSpecARF,RegCenterInstBuf,RegCenterPairBuf,RegCenterWKBuf,RegInterGroupWKBuf,QueueTxBuf,QueuePairBuf,SRAMInst,SRAMPointer,SRAMValue,RegValid,RegNbusy,RegRxBuf,QueueReadyInstBuf,DynamicPower,sim_seconds,StaticPower,total,ED,ED^2
mcf_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334208.03631675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297614.592536971,1532464.4442590917,2202580.288048658,0.0,1131603.758173277,0.0,0.0,5.498471119334747,0.199034,4.7482998415247994,10.246770960859546,2.0394558114237187,0.4059210479709084
bwaves_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61373.21843522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171849.774859195,413643.339518052,1371024.0198364279,0.0,300124.572284102,0.0,0.0,2.3180149249329967,0.053711,1.2813686746392,3.599383599572197,0.19332649251662226,0.010383759239560298
nab_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70986.45983938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172618.206605594,404155.81741341995,1359506.370090457,0.0,304026.186150558,0.0,0.0,2.3112930400994087,0.052509,1.2526928885447999,3.5639859286442084,0.18714133712717873,0.009826604471211028
xz_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213232.16250513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254698.74110334902,915970.9306173039,1944670.408950055,0.0,677519.0394509169,0.0,0.0,4.006091282626755,0.118977,2.8384018320743998,6.844493114701155,0.8143372573077994,0.09688740386271004
xz_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214305.72779861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255947.236075472,910037.676640428,1957397.851669704,0.0,666060.966457278,0.0,0.0,4.003749458641492,0.118189,2.8196027310407996,6.823352189682291,0.8064451719463603,0.09531294842716838
namd_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70488.59784549999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143260.626943738,280551.291273284,1188643.96453825,0.0,223220.617860355,0.0,0.0,1.906165098461127,0.036457,0.8697447035304,2.775909801991527,0.1012013436512051,0.0036894973854919846
namd_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56079.53304785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143399.298418297,289893.685694784,1204091.6092977528,0.0,237254.714580763,0.0,0.0,1.9307188410394467,0.037674,0.8987783405327999,2.8294971815722465,0.1065984768185528,0.004015991015662158
mcf_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172251.55244303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315072.16583168297,1111011.04483086,2435982.772205338,0.0,879970.7522799349,0.0,0.0,4.914288287590846,0.144323,3.4430744396855997,8.357362727276445,1.2061596608887184,0.1740765807384425
lbm_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17517.494138169997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183905.219149187,1094846.17125284,1467215.712075402,0.0,970026.717988942,0.0,0.0,3.733511314604541,0.14232,3.3952894151039996,7.128800729708541,1.0145709198521196,0.14439373331335364
lbm_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18167.376138749998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186836.033838204,1144597.271043684,1486950.2805190198,0.0,1010204.095693365,0.0,0.0,3.8467550572330227,0.148787,3.5495708699064,7.396325927139422,1.1004771457212932,0.16373669308043406
lbm_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17723.30791298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187561.441336278,1157280.837460384,1492197.4867396099,0.0,1015932.7390011089,0.0,0.0,3.8706958124503608,0.150436,3.5889106130591992,7.45960642550956,1.1221933522279561,0.1688182791357648
xz_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126342.57262527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228895.33185815997,712573.8828017239,1765281.715776362,0.0,499489.243196097,0.0,0.0,3.332582746257613,0.092551,2.2079639590872,5.540546705344813,0.5127831381263678,0.04745859221673346
